[2024-08-16T18:07:59.979052Z] [g-c-1-4-05.cm.cluster] [2114669_1] [WorkflowRunner] Initiating pyFlow run
[2024-08-16T18:07:59.981005Z] [g-c-1-4-05.cm.cluster] [2114669_1] [WorkflowRunner] pyFlowClientWorkflowClass: StrelkaSomaticWorkflow
[2024-08-16T18:07:59.981794Z] [g-c-1-4-05.cm.cluster] [2114669_1] [WorkflowRunner] pyFlowVersion: 1.1.20
[2024-08-16T18:07:59.982553Z] [g-c-1-4-05.cm.cluster] [2114669_1] [WorkflowRunner] pythonVersion: 2.7.12.final.0
[2024-08-16T18:07:59.983250Z] [g-c-1-4-05.cm.cluster] [2114669_1] [WorkflowRunner] WorkingDir: '/coh_labs/dits/rayyan/Projects/GATK-pipeline/GATK_somatic'
[2024-08-16T18:07:59.983956Z] [g-c-1-4-05.cm.cluster] [2114669_1] [WorkflowRunner] ProcessCmdLine: '/coh_labs/dits/rayyan/Data/C083-000002/AnalysisData_TumorDNA/runWorkflow.py --mode local --jobs 8'
[2024-08-16T18:07:59.984763Z] [g-c-1-4-05.cm.cluster] [2114669_1] [WorkflowRunner] [RunParameters] mode: local
[2024-08-16T18:07:59.985526Z] [g-c-1-4-05.cm.cluster] [2114669_1] [WorkflowRunner] [RunParameters] nCores: 8
[2024-08-16T18:07:59.986313Z] [g-c-1-4-05.cm.cluster] [2114669_1] [WorkflowRunner] [RunParameters] memMb: 515437
[2024-08-16T18:07:59.987026Z] [g-c-1-4-05.cm.cluster] [2114669_1] [WorkflowRunner] [RunParameters] dataDir: /coh_labs/dits/rayyan/Data/C083-000002/AnalysisData_TumorDNA/workspace/pyflow.data
[2024-08-16T18:07:59.987808Z] [g-c-1-4-05.cm.cluster] [2114669_1] [WorkflowRunner] [RunParameters] isDryRun: False
[2024-08-16T18:07:59.988580Z] [g-c-1-4-05.cm.cluster] [2114669_1] [WorkflowRunner] [RunParameters] isContinue: False
[2024-08-16T18:07:59.989348Z] [g-c-1-4-05.cm.cluster] [2114669_1] [WorkflowRunner] [RunParameters] isForceContinue: True
[2024-08-16T18:07:59.990129Z] [g-c-1-4-05.cm.cluster] [2114669_1] [WorkflowRunner] [RunParameters] mailTo: ''
[2024-08-16T18:07:59.991303Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:masterWorkflow] Starting task specification for master workflow
[2024-08-16T18:07:59.992280Z] [g-c-1-4-05.cm.cluster] [2114669_1] [StrelkaSomaticWorkflow] Initiating Strelka somatic workflow version: 2.9.10
[2024-08-16T18:14:04.242368Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Launching command task: 'CallGenome+callGenomeSegment_chromId_009_chr10_0006' from sub-workflow 'CallGenome'
[2024-08-16T18:14:04.249692Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:CallGenome+callGenomeSegment_chromId_009_chr10_0006] Task initiated on local node
[2024-08-16T18:14:08.061999Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Completed command task: 'CallGenome+callGenomeSegment_chromId_018_chr19_0000' launched from sub-workflow 'CallGenome'
[2024-08-16T18:14:08.072331Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Launching command task: 'CallGenome+callGenomeSegment_chromId_007_chr8_0009' from sub-workflow 'CallGenome'
[2024-08-16T18:14:08.092034Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:CallGenome+callGenomeSegment_chromId_007_chr8_0009] Task initiated on local node
[2024-08-16T18:14:08.099837Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Completed command task: 'CallGenome+callGenomeSegment_chromId_011_chr12_0003' launched from sub-workflow 'CallGenome'
[2024-08-16T18:14:08.109711Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Launching command task: 'CallGenome+compressSegmentOutput_chromId_011_chr12_0003' from sub-workflow 'CallGenome'
[2024-08-16T18:14:08.116742Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:CallGenome+compressSegmentOutput_chromId_011_chr12_0003] Task initiated on local node
[2024-08-16T18:14:08.174477Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Completed command task: 'CallGenome+compressSegmentOutput_chromId_011_chr12_0003' launched from sub-workflow 'CallGenome'
[2024-08-16T18:14:08.184423Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Launching command task: 'CallGenome+callGenomeSegment_chromId_007_chr8_0010' from sub-workflow 'CallGenome'
[2024-08-16T18:14:08.191615Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:CallGenome+callGenomeSegment_chromId_007_chr8_0010] Task initiated on local node
[2024-08-16T18:14:10.101784Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Completed command task: 'CallGenome+callGenomeSegment_chromId_000_chr1_0019' launched from sub-workflow 'CallGenome'
[2024-08-16T18:14:10.111391Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Launching command task: 'CallGenome+compressSegmentOutput_chromId_000_chr1_0019' from sub-workflow 'CallGenome'
[2024-08-16T18:14:10.118741Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:CallGenome+compressSegmentOutput_chromId_000_chr1_0019] Task initiated on local node
[2024-08-16T18:14:10.226335Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Completed command task: 'CallGenome+compressSegmentOutput_chromId_000_chr1_0019' launched from sub-workflow 'CallGenome'
[2024-08-16T18:14:10.236732Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Launching command task: 'CallGenome+callGenomeSegment_chromId_836_chrUn_KN707986v1_decoy_0000_to_chromId_858_chrUn_JTFH01000016v1_decoy_0000' from sub-workflow 'CallGenome'
[2024-08-16T18:14:10.243893Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:CallGenome+callGenomeSegment_chromId_836_chrUn_KN707986v1_decoy_0000_to_chromId_858_chrUn_JTFH01000016v1_decoy_0000] Task initiated on local node
[2024-08-16T18:14:10.852858Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Completed command task: 'CallGenome+callGenomeSegment_chromId_001_chr2_0011' launched from sub-workflow 'CallGenome'
[2024-08-16T18:14:10.863031Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Launching command task: 'CallGenome+compressSegmentOutput_chromId_001_chr2_0011' from sub-workflow 'CallGenome'
[2024-08-16T18:14:10.869212Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Completed command task: 'CallGenome+callGenomeSegment_chromId_836_chrUn_KN707986v1_decoy_0000_to_chromId_858_chrUn_JTFH01000016v1_decoy_0000' launched from sub-workflow 'CallGenome'
[2024-08-16T18:14:10.877765Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Launching command task: 'CallGenome+callGenomeSegment_chromId_420_chr19_KI270917v1_alt_0000' from sub-workflow 'CallGenome'
[2024-08-16T18:14:10.879963Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:CallGenome+compressSegmentOutput_chromId_001_chr2_0011] Task initiated on local node
[2024-08-16T18:14:10.898701Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:CallGenome+callGenomeSegment_chromId_420_chr19_KI270917v1_alt_0000] Task initiated on local node
[2024-08-16T18:14:10.916720Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Completed command task: 'CallGenome+compressSegmentOutput_chromId_001_chr2_0011' launched from sub-workflow 'CallGenome'
[2024-08-16T18:14:10.926841Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Launching command task: 'CallGenome+callGenomeSegment_chromId_276_chr8_KI270816v1_alt_0000' from sub-workflow 'CallGenome'
[2024-08-16T18:14:10.934745Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:CallGenome+callGenomeSegment_chromId_276_chr8_KI270816v1_alt_0000] Task initiated on local node
[2024-08-16T18:14:11.142420Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Completed command task: 'CallGenome+callGenomeSegment_chromId_276_chr8_KI270816v1_alt_0000' launched from sub-workflow 'CallGenome'
[2024-08-16T18:14:11.143532Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Completed command task: 'CallGenome+callGenomeSegment_chromId_420_chr19_KI270917v1_alt_0000' launched from sub-workflow 'CallGenome'
[2024-08-16T18:14:11.154524Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Launching command task: 'CallGenome+callGenomeSegment_chromId_2245_chrUn_JTFH01001403v1_decoy_0000_to_chromId_2379_chrUn_JTFH01001537v1_decoy_0000' from sub-workflow 'CallGenome'
[2024-08-16T18:14:11.156026Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Launching command task: 'CallGenome+callGenomeSegment_chromId_012_chr13_0008' from sub-workflow 'CallGenome'
[2024-08-16T18:14:11.163531Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:CallGenome+callGenomeSegment_chromId_2245_chrUn_JTFH01001403v1_decoy_0000_to_chromId_2379_chrUn_JTFH01001537v1_decoy_0000] Task initiated on local node
[2024-08-16T18:14:11.166285Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:CallGenome+callGenomeSegment_chromId_012_chr13_0008] Task initiated on local node
[2024-08-16T18:14:13.474533Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Completed command task: 'CallGenome+callGenomeSegment_chromId_2245_chrUn_JTFH01001403v1_decoy_0000_to_chromId_2379_chrUn_JTFH01001537v1_decoy_0000' launched from sub-workflow 'CallGenome'
[2024-08-16T18:14:13.484565Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Launching command task: 'CallGenome+compressSegmentOutput_chromId_2099_chrUn_JTFH01001257v1_decoy_0000_to_chromId_2146_chrUn_JTFH01001304v1_decoy_0000' from sub-workflow 'CallGenome'
[2024-08-16T18:14:13.491599Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:CallGenome+compressSegmentOutput_chromId_2099_chrUn_JTFH01001257v1_decoy_0000_to_chromId_2146_chrUn_JTFH01001304v1_decoy_0000] Task initiated on local node
[2024-08-16T18:14:13.549493Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Completed command task: 'CallGenome+compressSegmentOutput_chromId_2099_chrUn_JTFH01001257v1_decoy_0000_to_chromId_2146_chrUn_JTFH01001304v1_decoy_0000' launched from sub-workflow 'CallGenome'
[2024-08-16T18:14:13.559446Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Launching command task: 'CallGenome+compressSegmentOutput_chromId_279_chr9_GL383540v1_alt_0000' from sub-workflow 'CallGenome'
[2024-08-16T18:14:13.566434Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:CallGenome+compressSegmentOutput_chromId_279_chr9_GL383540v1_alt_0000] Task initiated on local node
[2024-08-16T18:14:13.624383Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Completed command task: 'CallGenome+compressSegmentOutput_chromId_279_chr9_GL383540v1_alt_0000' launched from sub-workflow 'CallGenome'
[2024-08-16T18:14:13.634406Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Launching command task: 'CallGenome+callGenomeSegment_chromId_001_chr2_0005' from sub-workflow 'CallGenome'
[2024-08-16T18:14:13.643043Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:CallGenome+callGenomeSegment_chromId_001_chr2_0005] Task initiated on local node
[2024-08-16T18:14:18.758286Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Completed command task: 'CallGenome+callGenomeSegment_chromId_013_chr14_0001' launched from sub-workflow 'CallGenome'
[2024-08-16T18:14:18.779843Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Launching command task: 'CallGenome+compressSegmentOutput_chromId_013_chr14_0001' from sub-workflow 'CallGenome'
[2024-08-16T18:14:18.838601Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:CallGenome+compressSegmentOutput_chromId_013_chr14_0001] Task initiated on local node
[2024-08-16T18:14:18.962969Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Completed command task: 'CallGenome+compressSegmentOutput_chromId_013_chr14_0001' launched from sub-workflow 'CallGenome'
[2024-08-16T18:14:18.989197Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Launching command task: 'CallGenome+callGenomeSegment_chromId_407_chr17_KI270907v1_alt_0000' from sub-workflow 'CallGenome'
[2024-08-16T18:14:19.020678Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:CallGenome+callGenomeSegment_chromId_407_chr17_KI270907v1_alt_0000] Task initiated on local node
[2024-08-16T18:14:19.308991Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Completed command task: 'CallGenome+callGenomeSegment_chromId_407_chr17_KI270907v1_alt_0000' launched from sub-workflow 'CallGenome'
[2024-08-16T18:14:19.331766Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Launching command task: 'CallGenome+callGenomeSegment_chromId_001_chr2_0015' from sub-workflow 'CallGenome'
[2024-08-16T18:14:19.397874Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:CallGenome+callGenomeSegment_chromId_001_chr2_0015] Task initiated on local node
[2024-08-16T18:14:23.725171Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Completed command task: 'CallGenome+callGenomeSegment_chromId_009_chr10_0007' launched from sub-workflow 'CallGenome'
[2024-08-16T18:14:23.735262Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Launching command task: 'CallGenome+compressSegmentOutput_chromId_393_chr2_KI270893v1_alt_0000' from sub-workflow 'CallGenome'
[2024-08-16T18:14:23.742711Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:CallGenome+compressSegmentOutput_chromId_393_chr2_KI270893v1_alt_0000] Task initiated on local node
[2024-08-16T18:14:23.800382Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Completed command task: 'CallGenome+compressSegmentOutput_chromId_393_chr2_KI270893v1_alt_0000' launched from sub-workflow 'CallGenome'
[2024-08-16T18:14:23.810300Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Launching command task: 'CallGenome+callGenomeSegment_chromId_016_chr17_0001' from sub-workflow 'CallGenome'
[2024-08-16T18:14:23.817491Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:CallGenome+callGenomeSegment_chromId_016_chr17_0001] Task initiated on local node
[2024-08-16T18:14:25.026229Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Completed command task: 'CallGenome+callGenomeSegment_chromId_007_chr8_0010' launched from sub-workflow 'CallGenome'
[2024-08-16T18:14:25.035875Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Launching command task: 'CallGenome+compressSegmentOutput_chromId_172_chrUn_KI270741v1_0000_to_chromId_173_chrUn_GL000226v1_0000' from sub-workflow 'CallGenome'
[2024-08-16T18:14:25.043117Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:CallGenome+compressSegmentOutput_chromId_172_chrUn_KI270741v1_0000_to_chromId_173_chrUn_GL000226v1_0000] Task initiated on local node
[2024-08-16T18:14:25.100735Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Completed command task: 'CallGenome+compressSegmentOutput_chromId_172_chrUn_KI270741v1_0000_to_chromId_173_chrUn_GL000226v1_0000' launched from sub-workflow 'CallGenome'
[2024-08-16T18:14:25.110632Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Launching command task: 'CallGenome+callGenomeSegment_chromId_007_chr8_0006' from sub-workflow 'CallGenome'
[2024-08-16T18:14:25.118045Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:CallGenome+callGenomeSegment_chromId_007_chr8_0006] Task initiated on local node
[2024-08-16T18:14:31.235744Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Completed command task: 'CallGenome+callGenomeSegment_chromId_007_chr8_0009' launched from sub-workflow 'CallGenome'
[2024-08-16T18:14:31.245163Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Launching command task: 'CallGenome+callGenomeSegment_chromId_001_chr2_0012' from sub-workflow 'CallGenome'
[2024-08-16T18:14:31.252639Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:CallGenome+callGenomeSegment_chromId_001_chr2_0012] Task initiated on local node
[2024-08-16T18:14:38.630643Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Completed command task: 'CallGenome+callGenomeSegment_chromId_001_chr2_0005' launched from sub-workflow 'CallGenome'
[2024-08-16T18:14:38.640094Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Launching command task: 'CallGenome+compressSegmentOutput_chromId_001_chr2_0005' from sub-workflow 'CallGenome'
[2024-08-16T18:14:38.656518Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:CallGenome+compressSegmentOutput_chromId_001_chr2_0005] Task initiated on local node
[2024-08-16T18:14:38.714163Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Completed command task: 'CallGenome+compressSegmentOutput_chromId_001_chr2_0005' launched from sub-workflow 'CallGenome'
[2024-08-16T18:14:38.724223Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Launching command task: 'CallGenome+compressSegmentOutput_chromId_205_chr2_KI270770v1_alt_0000' from sub-workflow 'CallGenome'
[2024-08-16T18:14:38.731384Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:CallGenome+compressSegmentOutput_chromId_205_chr2_KI270770v1_alt_0000] Task initiated on local node
[2024-08-16T18:14:38.839281Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Completed command task: 'CallGenome+compressSegmentOutput_chromId_205_chr2_KI270770v1_alt_0000' launched from sub-workflow 'CallGenome'
[2024-08-16T18:14:38.849429Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Launching command task: 'CallGenome+callGenomeSegment_chromId_011_chr12_0000' from sub-workflow 'CallGenome'
[2024-08-16T18:14:38.856644Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:CallGenome+callGenomeSegment_chromId_011_chr12_0000] Task initiated on local node
[2024-08-16T18:14:39.064689Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Completed command task: 'CallGenome+callGenomeSegment_chromId_012_chr13_0008' launched from sub-workflow 'CallGenome'
[2024-08-16T18:14:39.074968Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Launching command task: 'CallGenome+callGenomeSegment_chromId_010_chr11_0006' from sub-workflow 'CallGenome'
[2024-08-16T18:14:39.083505Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:CallGenome+callGenomeSegment_chromId_010_chr11_0006] Task initiated on local node
[2024-08-16T18:14:46.853293Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Completed command task: 'CallGenome+callGenomeSegment_chromId_001_chr2_0012' launched from sub-workflow 'CallGenome'
[2024-08-16T18:14:46.868728Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Launching command task: 'CallGenome+callGenomeSegment_chromId_410_chr17_JH159148v1_alt_0000' from sub-workflow 'CallGenome'
[2024-08-16T18:14:46.876847Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:CallGenome+callGenomeSegment_chromId_410_chr17_JH159148v1_alt_0000] Task initiated on local node
[2024-08-16T18:14:47.083798Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Completed command task: 'CallGenome+callGenomeSegment_chromId_410_chr17_JH159148v1_alt_0000' launched from sub-workflow 'CallGenome'
[2024-08-16T18:14:47.093987Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Launching command task: 'CallGenome+compressSegmentOutput_chromId_012_chr13_0008' from sub-workflow 'CallGenome'
[2024-08-16T18:14:47.101369Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:CallGenome+compressSegmentOutput_chromId_012_chr13_0008] Task initiated on local node
[2024-08-16T18:14:47.208942Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Completed command task: 'CallGenome+compressSegmentOutput_chromId_012_chr13_0008' launched from sub-workflow 'CallGenome'
[2024-08-16T18:14:47.218947Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Launching command task: 'CallGenome+compressSegmentOutput_chromId_007_chr8_0009' from sub-workflow 'CallGenome'
[2024-08-16T18:14:47.225934Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:CallGenome+compressSegmentOutput_chromId_007_chr8_0009] Task initiated on local node
[2024-08-16T18:14:47.284005Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Completed command task: 'CallGenome+compressSegmentOutput_chromId_007_chr8_0009' launched from sub-workflow 'CallGenome'
[2024-08-16T18:14:47.294225Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Launching command task: 'CallGenome+callGenomeSegment_chromId_330_chr16_GL383557v1_alt_0000' from sub-workflow 'CallGenome'
[2024-08-16T18:14:47.301641Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:CallGenome+callGenomeSegment_chromId_330_chr16_GL383557v1_alt_0000] Task initiated on local node
[2024-08-16T18:14:47.510010Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Completed command task: 'CallGenome+callGenomeSegment_chromId_330_chr16_GL383557v1_alt_0000' launched from sub-workflow 'CallGenome'
[2024-08-16T18:14:47.520036Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Launching command task: 'CallGenome+compressSegmentOutput_chromId_276_chr8_KI270816v1_alt_0000' from sub-workflow 'CallGenome'
[2024-08-16T18:14:47.527681Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:CallGenome+compressSegmentOutput_chromId_276_chr8_KI270816v1_alt_0000] Task initiated on local node
[2024-08-16T18:14:47.585112Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Completed command task: 'CallGenome+compressSegmentOutput_chromId_276_chr8_KI270816v1_alt_0000' launched from sub-workflow 'CallGenome'
[2024-08-16T18:14:47.595034Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Launching command task: 'CallGenome+callGenomeSegment_chromId_300_chr12_KI270835v1_alt_0000' from sub-workflow 'CallGenome'
[2024-08-16T18:14:47.602637Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:CallGenome+callGenomeSegment_chromId_300_chr12_KI270835v1_alt_0000] Task initiated on local node
[2024-08-16T18:14:48.010604Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Completed command task: 'CallGenome+callGenomeSegment_chromId_300_chr12_KI270835v1_alt_0000' launched from sub-workflow 'CallGenome'
[2024-08-16T18:14:48.020726Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Launching command task: 'CallGenome+compressSegmentOutput_chromId_423_chr19_KI270920v1_alt_0000' from sub-workflow 'CallGenome'
[2024-08-16T18:14:48.028066Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:CallGenome+compressSegmentOutput_chromId_423_chr19_KI270920v1_alt_0000] Task initiated on local node
[2024-08-16T18:14:48.085818Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Completed command task: 'CallGenome+compressSegmentOutput_chromId_423_chr19_KI270920v1_alt_0000' launched from sub-workflow 'CallGenome'
[2024-08-16T18:14:48.095867Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Launching command task: 'CallGenome+callGenomeSegment_chromId_337_chr17_GL383564v2_alt_0000' from sub-workflow 'CallGenome'
[2024-08-16T18:14:48.103080Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:CallGenome+callGenomeSegment_chromId_337_chr17_GL383564v2_alt_0000] Task initiated on local node
[2024-08-16T18:14:48.361097Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Completed command task: 'CallGenome+callGenomeSegment_chromId_337_chr17_GL383564v2_alt_0000' launched from sub-workflow 'CallGenome'
[2024-08-16T18:14:48.371155Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Launching command task: 'CallGenome+compressSegmentOutput_chromId_337_chr17_GL383564v2_alt_0000' from sub-workflow 'CallGenome'
[2024-08-16T18:14:48.378481Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:CallGenome+compressSegmentOutput_chromId_337_chr17_GL383564v2_alt_0000] Task initiated on local node
[2024-08-16T18:14:48.436045Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Completed command task: 'CallGenome+compressSegmentOutput_chromId_337_chr17_GL383564v2_alt_0000' launched from sub-workflow 'CallGenome'
[2024-08-16T18:14:48.445909Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Launching command task: 'CallGenome+callGenomeSegment_chromId_285_chr10_GL383546v1_alt_0000' from sub-workflow 'CallGenome'
[2024-08-16T18:14:48.453147Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:CallGenome+callGenomeSegment_chromId_285_chr10_GL383546v1_alt_0000] Task initiated on local node
[2024-08-16T18:14:48.661143Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Completed command task: 'CallGenome+callGenomeSegment_chromId_285_chr10_GL383546v1_alt_0000' launched from sub-workflow 'CallGenome'
[2024-08-16T18:14:48.671376Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Launching command task: 'CallGenome+callGenomeSegment_chromId_396_chr5_KI270897v1_alt_0000' from sub-workflow 'CallGenome'
[2024-08-16T18:14:48.678861Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:CallGenome+callGenomeSegment_chromId_396_chr5_KI270897v1_alt_0000] Task initiated on local node
[2024-08-16T18:14:48.936743Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Completed command task: 'CallGenome+callGenomeSegment_chromId_007_chr8_0006' launched from sub-workflow 'CallGenome'
[2024-08-16T18:14:48.947089Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Launching command task: 'CallGenome+compressSegmentOutput_chromId_007_chr8_0006' from sub-workflow 'CallGenome'
[2024-08-16T18:14:48.961581Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:CallGenome+compressSegmentOutput_chromId_007_chr8_0006] Task initiated on local node
[2024-08-16T18:14:48.962854Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Completed command task: 'CallGenome+callGenomeSegment_chromId_396_chr5_KI270897v1_alt_0000' launched from sub-workflow 'CallGenome'
[2024-08-16T18:14:48.972306Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Launching command task: 'CallGenome+callGenomeSegment_chromId_448_chr19_GL949751v2_alt_0000' from sub-workflow 'CallGenome'
[2024-08-16T18:14:49.000205Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:CallGenome+callGenomeSegment_chromId_448_chr19_GL949751v2_alt_0000] Task initiated on local node
[2024-08-16T18:14:49.012181Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Completed command task: 'CallGenome+compressSegmentOutput_chromId_007_chr8_0006' launched from sub-workflow 'CallGenome'
[2024-08-16T18:14:49.021707Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Launching command task: 'CallGenome+callGenomeSegment_chromId_044_chr14_GL000009v2_random_0000' from sub-workflow 'CallGenome'
